Name, City, State, Stars, Category, Review Count
Mojitos Rum Bar & Grill, New Orleans, LA, 3.5, Caribbean, 74
Samurai Japanese Restaurant, Rosemont, PA, 3.5, Japanese, 69
Arby's, Indianapolis, IN, 3.5, Fast Food, 10
México Lindo, Philadelphia, PA, 4.5, Mexican, 73
The Blarney Stone, Philadelphia, PA, 3.5, American, 46
Burger King, Willow Grove, PA, 2.0, Fast Food, 15
Nectar Urban Cantina, Nashville, TN, 4.5, Mexican, 390
Versi Vino, Maple Shade, NJ, 5.0, Italian, 60
Pizzarella Grille, Bryn Mawr, PA, 3.5, Italian, 58
Bamboo Oriental Cuisine, La Vergne, TN, 3.5, Chinese, 5
Junes Breakfast, Philadelphia, PA, 2.5, American, 20
Suis Generis, New Orleans, LA, 4.0, American, 100
Wendy's, Largo, FL, 2.0, Fast Food, 22
Bamboo House of Noodle Soups, West Chester, PA, 4.0, Vietnamese, 52
Ooka Restaurant, Willow Grove, PA, 4.0, Japanese, 394
Rice Box, Goodlettsville, TN, 4.0, Chinese, 67
Bamboo House, Indianapolis, IN, 2.5, Chinese, 49
Bitter Sweet, Indianapolis, IN, 4.5, Mediterranean, 27
RJS Tacos & Burritos, Indianapolis, IN, 4.0, Mexican, 42
51st Deli, Nashville, TN, 4.5, Mexican, 164
Moe's Southwest Grill, Brentwood, TN, 3.0, Mexican, 48
Parks Place Pub, Fishers, IN, 4.0, American, 52
La Tavola Ristorante Italiano, Smyrna, TN, 4.0, Italian, 191
Thai Fusion, Indianapolis, IN, 4.0, Thai, 58
The Night Owl, Nashville, TN, 4.5, American, 15
Chuck Lager, America's Tavern, Barrington, NJ, 4.0, American, 25
Rally's, New Orleans, LA, 1.5, Fast Food, 13
Taco Bell, Cahokia, IL, 1.5, Fast Food, 8
Flat Tire Diner, Old Hickory, TN, 4.5, American, 71
Denim byob, Haddonfield, NJ, 4.5, American, 149
Pizza Hut, New Orleans, LA, 2.5, Italian, 12
Red Lobster, Metairie, LA, 2.5, American, 122
Stefano Greek Italian Restaurant, Tampa, FL, 4.0, Italian, 106
The Farm and Fisherman, Philadelphia, PA, 4.0, American, 234
Panda Express, Reno, NV, 2.5, Chinese, 86
Murphy's Bar & Grill, Saint Louis, MO, 4.0, American, 12
First Watch, Oldsmar, FL, 4.0, American, 93
Taste of China, Whiteland, IN, 4.0, Chinese, 21
New Bamboo Garden, Sewell, NJ, 4.0, Chinese, 34
The Sweet Taco, Springfield, PA, 3.0, Mexican, 153
Steak & Pasta House, Reno, NV, 4.0, Italian, 59
Stacked Pickle - 96th Street, Indianapolis, IN, 3.0, American, 67
Tarahumara, Saint Louis, MO, 4.5, Mexican, 24
Super Gyros, Belleville, IL, 4.5, Italian, 79
Jimmy John's, Indianapolis, IN, 3.5, Fast Food, 14
Del Rose Cafe, Wilmington, DE, 4.0, Italian, 8
Romano's Macaroni Grill, Boise, ID, 2.5, Italian, 10
Senora's Authentic Mexican Cuisine, West Chester, PA, 4.0, Mexican, 24
Dragon House, Philadelphia, PA, 4.0, Chinese, 5
Alexander's Restaurant & Lounge, Saint Louis, MO, 2.5, American, 7
Casa Honduras, New Orleans, LA, 3.0, Mexican, 16
Hot Stuff Spicy Chicken and Fish, Antioch, TN, 3.5, American, 129
Casita Taqueria, Saint Petersburg, FL, 4.5, Mexican, 103
Hirois Ocean Grill, Clearwater, FL, 4.0, Japanese, 6
Buca D’Oro , Philadelphia, PA, 4.0, Italian, 5
Quiznos, Reno, NV, 3.5, Fast Food, 32
Capricho’s, Tampa, FL, 5.0, Caribbean, 8
A Stone's Throw, Brownsburg, IN, 2.5, American, 15
Prodigy Burger & Bar, Indianapolis, IN, 3.0, American, 48
Joe Boccardi's Ristorante, Fenton, MO, 3.5, Italian, 40
The Casino Grill, Reno, NV, 4.0, American, 38
Gullifty's Restaurant, Bryn Mawr, PA, 3.0, Italian, 270
Ranch House Restaurant, Tampa, FL, 3.5, American, 39
The Big Cheezy, Kenner, LA, 4.0, American, 154
McDonald's, Belleville, IL, 1.5, Fast Food, 19
Hardee's, Indianapolis, IN, 2.0, Fast Food, 11
SWEGS Kitchen - Mid-City, New Orleans, LA, 4.0, American, 67
Pho Nam Giang, Philadelphia, PA, 4.5, Chinese, 23
Taco Del Mar, New Orleans, LA, 3.5, Mexican, 16
Pizza Hut, Eagle, ID, 2.5, Italian, 6
Grain Exchange, Philadelphia, PA, 3.5, American, 239
Brooklyn Pizza & Cafe, Nashville, TN, 3.5, Italian, 69
The Nations Bar & Grill, Nashville, TN, 3.5, American, 45
Prep & Pastry, Tucson, AZ, 4.5, American, 2126
Sidelines Grill, Ashland City, TN, 3.0, American, 39
Trattoria Marcella, Saint Louis, MO, 4.5, Italian, 383
Dooners, Saint Petersburg, FL, 3.5, Fast Food, 109
Kul's Bar & Grill, Clearwater, FL, 3.0, American, 6
Jack In the Box, Nashville, TN, 3.0, Fast Food, 7
Toki Sushi, Tampa, FL, 4.0, Japanese, 106
China Garden Restaurant, Bryn Mawr, PA, 3.0, Chinese, 12
Sky City Cafe, Indianapolis, IN, 4.0, American, 18
McDonald's, Eddystone, PA, 2.5, Fast Food, 15
Natura Cafe Nashville, Nashville, TN, 3.0, American, 5
Alvarez  Authentic Latin Food, Land O' Lakes, FL, 4.5, Mexican, 51
Queen Sushi, Glenside, PA, 3.5, Chinese, 76
Hanford & Son's Boudin and Cajun Meats, Harahan, LA, 4.5, Cajun/Creole, 18
Pacos Tacos Metairie, Metairie, LA, 4.5, Mexican, 160
Shorty's Breakfast & Gourmet Deli, Clearwater, FL, 4.5, American, 68
Al-Sham Restaurant, Boise, ID, 4.0, Mediterranean, 19
Jungle Bills Tiki Grill, Clearwater, FL, 4.5, American, 15
Mr. Baja Fish, Tucson, AZ, 4.0, Mexican, 69
Yah Mon, Tampa, FL, 4.5, Caribbean, 697
Panda Express, Tucson, AZ, 1.5, Chinese, 44
Taqueria El Pastorcito, Santa Barbara, CA, 4.0, Mexican, 66
Crabby Bills Clearwater Beach, Clearwater Beach, FL, 3.5, American, 408
Lucky Wok Restaurant, Philadelphia, PA, 2.5, Chinese, 6
Café Zupas, Boise, ID, 3.0, American, 75
Rico’s Food Factory, Holiday, FL, 5.0, Caribbean, 6
McDonald's, Marana, AZ, 1.5, Fast Food, 36
Katie's Restaurant & Bar, New Orleans, LA, 4.5, Cajun/Creole, 1289
Tokyo, Tampa, FL, 3.5, Chinese, 155
Burger King, Marlton, NJ, 2.5, Fast Food, 8
Jasmine Thai, Brandon, FL, 4.0, Thai, 195
Eggroll Queen Cafe, Chalfont, PA, 4.0, Vietnamese, 29
Chipotle Mexican Grill, Indianapolis, IN, 3.0, Fast Food, 65
Noble Hops, Tucson, AZ, 3.0, American, 28
Ruggieri's Pizza and More, Reno, NV, 3.0, Italian, 11
Roundabout Market And Bistro, Reno, NV, 4.0, Italian, 10
The Silver Bough, Santa Barbara, CA, 4.5, American, 7
Ralph's on the Park, New Orleans, LA, 4.0, Cajun/Creole, 299
LongHorn Steakhouse, Norristown, PA, 3.5, American, 104
Slowdown Grillpub, Aston, PA, 3.0, American, 60
Brenda's On the Causeway, Dunedin, FL, 4.0, American, 62
Global Quesadilla Company, Chesterfield, MO, 3.5, American, 146
Pub & Kitchen, Philadelphia, PA, 3.5, American, 615
Muscle Maker Grill, Woodbury Heights, NJ, 3.0, American, 8
White Castle, Indianapolis, IN, 2.5, Fast Food, 20
Smyrna Cafe, Smyrna, TN, 4.0, Fast Food, 184
AM@FM, Nashville, TN, 4.0, American, 41
HORN'S EATERY, New Orleans, LA, 4.0, American, 597
The Grog Grill, Bryn Mawr, PA, 3.5, American, 125
Three 12 Sport Bar and Lounge, Philadelphia, PA, 2.5, American, 33
Germantown Pizza, Philadelphia, PA, 3.0, Italian, 20
Los Machetes Authentic Mexican Restaurant, Prospect Park, PA, 4.0, Mexican, 55
Chef JJ's Back Yard, Indianapolis, IN, 4.5, American, 41
Island Breeze Cafe, Madison, TN, 4.5, Caribbean, 12
Hammerheads Bar & Grille, Philadelphia, PA, 2.5, American, 15
Billy Bob's, Harvey, LA, 1.5, American, 14
Su’s Bowl, Isla Vista, CA, 3.5, Chinese, 18
Italia Pizza & Pasta, Goleta, CA, 3.5, Italian, 24
Supremos, Willingboro Township, NJ, 3.0, Italian, 7
Firehouse Subs, Ballwin, MO, 4.0, Fast Food, 22
Manny's Sicilia Pizza, Palmyra, NJ, 3.5, Italian, 37
Thai Thanee, Abington, PA, 4.0, Thai, 18
Lamberti's Tutti Toscani, Cherry Hill, NJ, 4.5, Italian, 163
Winners Bar and Grill Nashville, Nashville, TN, 3.0, American, 102
Mexico Tipico, Lebanon, IL, 4.5, Mexican, 26
Pop Inn, Chalfont, PA, 3.5, Mexican, 45
Subway, Nashville, TN, 1.5, Fast Food, 8
Square 1682, Philadelphia, PA, 3.5, American, 385
Taqueria La Calpeña, Camden, NJ, 4.5, Mexican, 11
Popeye's Louisana Kitchen, Morton, PA, 1.5, Fast Food, 8
Irie Bay Cafe, Tampa, FL, 3.5, Caribbean, 16
Burger King, Kenner, LA, 1.5, Fast Food, 19
The Mobile Bistro, Tucson, AZ, 5.0, American, 5
Cini, Saint Louis, MO, 3.0, Italian, 9
Kokoro Ramen, Cherry Hill, NJ, 4.5, Japanese, 62
Garavelli's, Saint Louis, MO, 4.0, American, 9
Dmitri's, Philadelphia, PA, 4.0, Mediterranean, 273
Kien Giang, Nashville, TN, 3.5, Vietnamese, 326
Kuchi Sushi & Hibachi, Tampa, FL, 4.0, Japanese, 319
China Bowl & State Street Cafe, Santa Barbara, CA, 2.0, Chinese, 61
KFC, New Port Richey, FL, 1.5, Fast Food, 19
Las Trojes Mexican Restaurant, Sparks, NV, 3.0, Mexican, 106
Vientiane Café, Philadelphia, PA, 4.0, Vietnamese, 304
Redemption, New Orleans, LA, 3.0, Cajun/Creole, 63
The Flying Bridge, St. Pete Beach, FL, 3.5, American, 62
Pomme Cafe & Wine Bar, Saint Louis, MO, 3.5, American, 57
Pizza Hut, Indianapolis, IN, 2.0, Italian, 19
Wow Bao, Sparks, NV, 2.0, Chinese, 13
Frank's Diner, Hudson, FL, 3.0, American, 30
China Star, Saint Petersburg, FL, 3.0, Chinese, 6
Hooters, Tucson, AZ, 3.5, American, 109
Salty's Island Bar & Grille, Clearwater Beach, FL, 4.0, Mexican, 599
Auntie Anne's, Willow Grove, PA, 2.5, Fast Food, 6
Li Chinese Reaturant, Swansea, IL, 3.0, Chinese, 27
Granite City Food & Brewery, Franklin, TN, 3.5, American, 356
Urban Eats, Saint Louis, MO, 4.0, American, 88
The Old Spaghetti Factory, Nashville, TN, 3.0, Italian, 288
Subway, Tarpon Springs, FL, 3.5, Fast Food, 6
Earl's New American, New Hope, PA, 3.5, American, 135
Steak N' Shake, Indianapolis, IN, 2.0, American, 12
IHOP, Florissant, MO, 2.5, American, 34
Sushi Minato, Reno, NV, 4.0, Japanese, 231
Bartaco, King of Prussia, PA, 4.5, Mexican, 313
Yama-Taiyo Japanese Cuisine & Sushi Bar, Palm Harbor, FL, 4.0, Japanese, 49
Sakura Japanese Restaurant, Wilmington, DE, 4.0, Japanese, 86
Gyro Shack, Boise, ID, 4.0, Fast Food, 67
Pizza Hut, Clearwater, FL, 3.0, Italian, 9
Applebee's Grill + Bar, Sicklerville, NJ, 2.5, Fast Food, 39
El Manjar, Tampa, FL, 4.0, American, 17
Social Gastropub, Edwardsville, IL, 3.5, American, 131
Barrio Brewing, Tucson, AZ, 4.0, American, 611
Waffle House, Mount Juliet, TN, 3.0, American, 29
Chipotle Mexican Grill, Plainfield, IN, 3.0, Fast Food, 35
Crisp Chikn, Lansdowne, PA, 4.5, American, 19
Raising Cane's Chicken Fingers- Arnold, Arnold, MO, 3.5, Fast Food, 26
Kim's Cuban Sandwich Shop, Seffner, FL, 4.0, American, 39
Capone's Southside Cucina, Fenton, MO, 3.0, Italian, 19
Phamous Cafe, Goleta, CA, 4.0, Vietnamese, 220
Sauce on the Side, St. Louis, MO, 4.5, Italian, 232
Red Lobster, Langhorne, PA, 3.0, American, 77
Tijuana Flats, Clearwater, FL, 3.5, Mexican, 89
La Spezia Italian Cafe, Nashville, TN, 3.0, Italian, 12
Watermark Restaurant, Nashville, TN, 4.0, American, 296
Popeyes Louisiana Kitchen, Tampa, FL, 2.0, Fast Food, 28
Clancy's By The Creek, Brooklawn, NJ, 3.5, American, 21
Sea Dog Cantina, Gulfport, FL, 3.5, Mexican, 63
LJ Thai Sushi, Nashville, TN, 5.0, Thai, 8
Milktooth, Indianapolis, IN, 4.0, American, 1379
Herbie's Vintage 72, Saint Louis, MO, 3.5, American, 141
American Social, Tampa, FL, 3.5, American, 768
Leonardo Trattoria, New Orleans, LA, 2.5, Italian, 29
Gachi Sushi and Noodle, Philadelphia, PA, 4.0, Japanese, 95
Taco Bell, Alton, IL, 1.0, Fast Food, 16
Chipotle Mexican Grill, Cherry Hill, NJ, 2.5, Fast Food, 73
Susanna Foo Chinese Cuisine, Philadelphia, PA, 3.5, Chinese, 26
Firehouse Subs, Sparks, NV, 4.0, Fast Food, 87
Island Treat, Burlington, NJ, 3.5, Caribbean, 22
XT Munchies, Tampa, FL, 4.0, Mexican, 5
Daredevil Hall, Indianapolis, IN, 4.0, American, 184
Tiki Tolteca, New Orleans, LA, 4.0, Mexican, 214
Naked Fish, Smyrna, TN, 3.5, Japanese, 19
Arber Cafè, Saint Louis, MO, 4.5, Italian, 18
McDonald's, Reno, NV, 1.5, Fast Food, 89
Bistro66, Pinellas Park, FL, 4.5, Italian, 7
4th Street Pizza, St. Petersburg, FL, 3.0, Italian, 67
Hooters, King of Prussia, PA, 3.5, American, 5
My Blue Heaven, Philadelphia, PA, 3.0, American, 6
Philly Dat Up, Kenner, LA, 3.0, American, 12
Hungry Howie's Pizza & Subs, Tampa, FL, 2.5, Italian, 12
Village Inn, Land O' Lakes, FL, 2.5, American, 61
Aloha Japanese Steakhouse, Reno, NV, 2.0, Japanese, 11
Battle Ground Brewery, Franklin, TN, 3.0, American, 9
Daily Dish Events & Catering, Franklin, TN, 4.0, American, 47
Pho 36, Avon, IN, 4.5, Vietnamese, 236
Asian Cafe, Phoenixville, PA, 3.5, Japanese, 80
Simpatico Italian BYOB, Huntingdon Valley, PA, 4.0, Italian, 18
Jades Chopstick, Boise, ID, 2.5, Chinese, 7
Wok On the Wild Side, Goleta, CA, 2.0, Chinese, 95
Western Village Inn and Casino, Sparks, NV, 3.5, American, 266
Valentino's Ristorante, Nashville, TN, 4.0, Italian, 160
Carisilo's Mexican Restaurant, Collinsville, IL, 4.0, Mexican, 65
Avalon Bistro, Downingtown, PA, 3.5, Italian, 26
Kei Sushi, Reno, NV, 4.0, Japanese, 357
Prime 55 Restaurant & Lounge, St. Louis, MO, 3.0, American, 67
Izzo's Illegal Burrito, Metairie, LA, 3.0, Mexican, 147
Five Guys, Boise, ID, 2.5, Fast Food, 36
McDonald's, Hudson, FL, 2.5, Fast Food, 28
Panda Express, Saint Louis, MO, 3.5, Chinese, 7
Uno Pizzeria & Grill, Oaks, PA, 3.0, American, 138
Santucci’s, Downingtown, PA, 3.5, Italian, 9
Maru Global, Philadelphia, PA, 3.5, Japanese, 72
Old St Louis Chop Suey, Florissant, MO, 4.0, Chinese, 12
Subway, Indianapolis, IN, 2.5, Fast Food, 11
Sarappos Pizza, Bensalem, PA, 4.0, Italian, 25
Fries Rebellion, Quakertown, PA, 3.5, American, 103
Rooftop Garden, Indianapolis, IN, 3.5, American, 60
Chubbie's Fried Chicken, New Orleans, LA, 4.0, Fast Food, 70
The Munch Factory, New Orleans, LA, 4.5, Cajun/Creole, 21
HK NOLA, New Orleans, LA, 3.5, American, 22
Nicos Mexican Food, Tucson, AZ, 2.5, Mexican, 15
Slim Goodies Diner, New Orleans, LA, 3.5, Cajun/Creole, 520
Stoogez, Ballwin, MO, 4.5, American, 8
Pizza Hut, Philadelphia, PA, 1.5, Italian, 25
Subway, Indianapolis, IN, 2.5, Fast Food, 6
Sushi Nara, Tucson, AZ, 4.5, Japanese, 159
George's Wings, Philadelphia, PA, 3.5, Fast Food, 50
Zea Rotisserie and Grill, New Orleans, LA, 4.0, American, 130
Bar Avalon, West Chester, PA, 4.0, Italian, 107
Burger King, Sparks, NV, 1.5, Fast Food, 57
PrimoHoagies, Philadelphia, PA, 4.0, Italian, 43
Ichiban Buffet, Cherry Hill, NJ, 2.5, Chinese, 48
Aoki Japanese Restaurant, Exton, PA, 3.0, Japanese, 5
Ron's Caribbean Cuisine, Philadelphia, PA, 4.0, Caribbean, 142
Nicoletto’s Italian Kitchen, Nashville, TN, 4.0, Italian, 37
Wendy's, Tucson, AZ, 2.0, Fast Food, 21
Taco Bell, Meridian, ID, 1.5, Fast Food, 38
Wiz Kid, Philadelphia, PA, 4.5, Fast Food, 163
DC Cafe, Reno, NV, 3.0, American, 10
Simply Thai Restaurant, Florissant, MO, 4.0, Thai, 85
Honey Baked Ham Company, Indianapolis, IN, 2.5, American, 8
Baguette Deli, Boise, ID, 4.0, Vietnamese, 207
El Pollo Loco, Reno, NV, 3.5, Fast Food, 54
KFC, Saint Louis, MO, 1.5, Fast Food, 5
Mano's Po-Boys, Metairie, LA, 4.5, American, 77
Blue Coast Burrito Express, Nashville, TN, 3.5, Mexican, 8
Krystal, Nashville, TN, 2.5, Fast Food, 9
Latin Flavor, Philadelphia, PA, 4.5, Caribbean, 10
The Bricks Courtyard Bar and Grill, New Orleans, LA, 3.5, American, 10
Alfresco's, St Petersburg, FL, 3.0, American, 12
China Spring, Nashville, TN, 3.0, Chinese, 28
China King, Lansdale, PA, 3.5, Chinese, 42
Ellington's, Nashville, TN, 4.0, American, 107
Roundabout Grill, Reno, NV, 4.0, American, 244
Empress Garden, Philadelphia, PA, 4.0, Chinese, 263
Poké Poké Bowl, Tarpon Springs, FL, 4.5, Fast Food, 68
Emoji Sushi & Teriyaki, Abington, PA, 5.0, Japanese, 13
The Fat ChickeN, Philadelphia, PA, 4.5, Japanese, 10
Sally Starr's Pizza, Atco, NJ, 3.0, Italian, 14
Chinese Restaurant, Philadelphia, PA, 4.5, Chinese, 27
Generations Grill, Indianapolis, IN, 3.0, American, 10
IslandVybez Jamaican Restaurant, Camden, NJ, 3.0, Caribbean, 5
Tomasito's, New Orleans, LA, 3.5, Mexican, 7
Chili's, Tampa, FL, 2.0, American, 114
Wendy's, Tampa, FL, 2.5, Fast Food, 13
Vinny Vegas Pizza, Phoenixville, PA, 3.5, American, 29
Los Compadres, Philadelphia, PA, 4.0, Italian, 12
Sam's Bar & Grille, Blackwood, NJ, 3.5, American, 16
Crust N Fire, Mount Laurel, NJ, 3.5, Italian, 94
Marty's Cafe, Tampa, FL, 3.0, American, 14
Mexico City Grill, Fishers, IN, 3.5, Mexican, 63
Taco Bell, Indianapolis, IN, 2.0, Fast Food, 23
Los Potrillos, Philadelphia, PA, 4.0, Mexican, 17
Taverna Food Spirits, Indianapolis, IN, 3.5, Italian, 35
Tacos Don Pablo, Plainfield, IN, 4.0, Mexican, 10
Northbrook MarketPlace, West Chester, PA, 4.0, American, 60
Joel's Pizza Palace, Valrico, FL, 4.0, Italian, 44
Pizza Hut, Speedway, IN, 1.5, Italian, 32
Please-U-Restaurant, New Orleans, LA, 4.0, Cajun/Creole, 274
Mi Cabana Restaurant, Tucson, AZ, 2.0, Mexican, 8
Top Notch, Medford, NJ, 3.5, American, 17
Ninth Street Deli at Howards, Saint Louis, MO, 4.5, American, 128
Avalon Bistro and Bar, Bryn Mawr, PA, 4.0, American, 22
Fazoli's, Saint Charles, MO, 2.5, Italian, 32
Divino Wine Bar, Philadelphia, PA, 3.5, Italian, 10
Taco Bell, Gilbertsville, PA, 2.5, Fast Food, 16
Capofitto, Philadelphia, PA, 4.5, Italian, 205
The Lost Cajun - Mt Juliet, Mt. Juliet, TN, 4.0, Cajun/Creole, 47
The Blue Duck, Philadelphia, PA, 4.0, American, 495
Imperial Asian Buffet, Land o lakes, FL, 3.0, Chinese, 56
McDonald's, Fishers, IN, 2.0, Fast Food, 41
The Brunchery, Tampa, FL, 4.0, American, 88
Pho Cuong, Pinellas Park, FL, 2.5, Vietnamese, 5
B2 Country Saloon, Brownsburg, IN, 3.0, American, 5
Quinn's Restaurant & Lounge, Boise, ID, 3.0, American, 75
Village China Wok Buffet, Hazelwood, MO, 2.0, Chinese, 5
Hong Kong Star Noodle House, Bensalem, PA, 3.5, Chinese, 50
Brick City Eatery, Lutz, FL, 4.0, American, 114
Five Guys, Harahan, LA, 3.5, Fast Food, 89
Red Pepper Chinese Food Express, Isla Vista, CA, 3.5, Chinese, 5
Terrace Lounge, Reno, NV, 3.5, American, 84
Opry Backstage Grill, Nashville, TN, 3.5, American, 195
Tutti Frutti Frozen Yogurt, University City, MO, 4.0, American, 52
Corner Bakery, King of Prussia, PA, 3.5, Italian, 63
Joe's Crab Shack, Indianapolis, IN, 3.0, American, 62
Gringo Tacos + Burgers, St. Louis, MO, 3.5, Mexican, 174
Kung Fu Noodle, Tucson, AZ, 4.0, Chinese, 217
Dragon City, Brandon, FL, 2.5, Chinese, 25
Rocchino's, Philadelphia, PA, 3.0, Italian, 20
Brandywine Brewing Company Restaurant & Brewery, Wilmington, DE, 3.0, American, 28
Shiraz Wine Cafe', Carmel, IN, 2.5, American, 39
Logan's Roadhouse, Nashville, TN, 2.0, American, 120
McDonald's, Morrisville, PA, 2.0, Fast Food, 20
The Black Sheep Pub & Restaurant, Philadelphia, PA, 3.5, American, 339
Romaine's, Goleta, CA, 3.5, American, 6
Vegetate, Philadelphia, PA, 3.0, American, 19
Sen Thai Asian Bistro, St Louis, MO, 4.0, Japanese, 181
Logan's Roadhouse, Plainfield, IN, 2.5, American, 76
Samurai Sushi, Nashville, TN, 4.0, Japanese, 367
Perfect Taste, University City, MO, 4.0, Chinese, 65
Brother Paul's, Eagleville, PA, 3.0, American, 85
Mole y Abuela, Tampa, FL, 4.0, Mediterranean, 201
Station 52 Sports Bar & Pizzeria, Mendenhall, PA, 3.0, American, 42
Dairy Queen Grill & Chill, Indianapolis, IN, 3.0, Fast Food, 28
Dairy Queen Grill & Chill, Springfield, TN, 2.5, Fast Food, 7
Skyline Chili, Clearwater, FL, 4.0, Fast Food, 81
High Brow Coffee + Tea, Franklin, TN, 4.0, American, 125
Subway, Indianapolis, IN, 3.0, Fast Food, 7
Asahi Sushi & Asian Grill, Belle Chasse, LA, 4.0, Japanese, 56
Hunnies Crispy Chicken, Philadelphia, PA, 2.0, American, 5
Jerry Bob's, Tucson, AZ, 3.0, American, 33
Crown Candy Kitchen, St. Louis, MO, 4.5, American, 558
Donatello's, Maryville, IL, 2.5, Italian, 11
Panda Express, Indianapolis, IN, 2.0, Chinese, 6
Growler's Taphouse, Tucson, AZ, 3.5, American, 149
O'Charley's Restaurant & Bar, Indianapolis, IN, 3.0, American, 11
Lone Star Steakhouse, New Castle, DE, 2.0, American, 15
Paradise Jamaican Cuisine, Morrisville, PA, 4.5, Caribbean, 19
The Dutch Cottage Tavern, Schwenksville, PA, 4.5, American, 29
PB's Diner, Glassboro, NJ, 2.5, American, 119
Logan's Roadhouse, Madison, TN, 2.0, American, 62
Ho-Ho Chinese Restaurant, Saint Charles, MO, 3.0, Chinese, 34
Barro's Pizza, Marana, AZ, 3.5, Italian, 116
Sun King Broad Ripple, Indianapolis, IN, 4.0, American, 97
Sea Turtle Restaurant, Saint Pete Beach, FL, 4.0, American, 262
McDonald's, Claymont, DE, 1.5, Fast Food, 25
Presto Pasta, Santa Barbara, CA, 3.0, Italian, 8
Pub 990, Pottstown, PA, 3.0, American, 11
Barra Restaurant, Philadelphia, PA, 2.5, Italian, 117
Lazos Pizza & Grill, Philadelphia, PA, 4.0, Italian, 176
Ithai & Sushi Restaurant, Largo, FL, 4.0, Thai, 63
Taco Bell, Indianapolis, IN, 2.5, Fast Food, 21
The Hearth, Havertown, PA, 4.5, American, 19
Los Comparres, Tampa, FL, 4.5, Mexican, 339
La Parrilla Suiza, Tucson, AZ, 3.0, Mexican, 125
The Hattery Stove & Still, Doylestown, PA, 4.0, American, 274
Landry's Seafood House, Saint Louis, MO, 3.0, American, 297
Pizza Hut, Smyrna, TN, 1.0, Italian, 21
Fa Caldo Caffe, Philadelphia, PA, 4.5, American, 19
Organico Pizza, Marlton, NJ, 4.0, Italian, 121
Meun Fan Thai Cafe, Goleta, CA, 3.5, Thai, 157
Nordstrom Grill, Nashville, TN, 3.5, American, 33
Meun Fan Thai Cafe, Santa Barbara, CA, 4.0, Thai, 195
Original J’s Tex-Mex Barbecue, ST. Louis, MO, 4.0, Mexican, 40
Black’s Blues, Mount Laurel, NJ, 3.0, Caribbean, 8
Ob's Jamaican Restaurant, Chester, PA, 4.0, Caribbean, 29
Arby's, Largo, FL, 2.0, Fast Food, 14
Mawi Tortillerias, Metairie, LA, 4.5, Mexican, 50
The Dish Bistro, Tucson, AZ, 4.0, American, 69
Number One China Buffet, Carmel, IN, 3.0, Chinese, 54
McDonald's, Upper Darby, PA, 1.0, Fast Food, 10
Timpano Hyde Park, Tampa, FL, 3.5, Italian, 380
Lascelles Granite City, Granite City, IL, 4.0, American, 48
Mambo's, New Orleans, LA, 4.0, Cajun/Creole, 1223
Fazoli's, Nashville, TN, 3.0, Italian, 27
Wang Cai, Greenwood, IN, 3.5, Chinese, 31
Golden Corral Buffet & Grill, Shiloh, IL, 2.5, American, 38
Kanella, Philadelphia, PA, 4.5, Mediterranean, 579
Chido, New Orleans, LA, 4.0, Mexican, 17
Lima Fusion, New Hope, PA, 4.0, Caribbean, 33
Darrell and Sharon's Park Street Diner, Saint Petersburg, FL, 4.0, American, 23
Land of Smile, Saint Louis, MO, 3.5, Thai, 15
Euro Grill, Nashville, TN, 4.0, Mediterranean, 26
Franks Restaurant, Alton, IL, 3.5, American, 32
Fred's, St Petersburg, FL, 3.5, American, 7
Commonwealth Kitchen, Philadelphia, PA, 3.5, American, 38
Kind Grinds, Tampa, FL, 4.5, Japanese, 6
Desire Oyster Bar, New Orleans, LA, 4.0, Cajun/Creole, 1084
Pupuseria & Cafeteria Centroamericana, Tampa, FL, 4.5, American, 137
Latin Twist, Boise, ID, 5.0, Caribbean, 5
Sonic Drive-In, Bellevue, TN, 1.5, Fast Food, 34
Makiman Sushi, Philadelphia, PA, 3.5, Japanese, 209
